City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
230,Chabahar,IR,2021-09-27 01:20:35,25.2919,60.643,80.83,77,56,1.23,broken clouds
231,Bealanana,MG,2021-09-27 01:20:35,-14.55,48.7333,53.74,96,51,4.21,broken clouds
232,Gogrial,SS,2021-09-27 01:20:35,8.5332,28.1004,71.22,89,97,2.48,overcast clouds
233,Castro,BR,2021-09-27 01:20:36,-24.7911,-50.0119,63.05,73,2,4.27,clear sky
234,Biskamzha,RU,2021-09-27 01:20:36,53.4497,89.5272,27.43,95,98,4.56,overcast clouds
235,Magadan,RU,2021-09-27 01:20:37,59.5667,150.8,44.71,51,0,2.37,clear sky
236,Kahului,US,2021-09-27 01:20:37,20.8947,-156.47,85.26,84,40,24.16,scattered clouds
237,Diamantino,BR,2021-09-27 01:20:38,-14.4086,-56.4461,77.14,63,91,3.18,overcast clouds
238,Santa Ines,BR,2021-09-27 01:20:38,-3.6667,-45.38,80.55,69,54,9.73,broken clouds
239,Caracollo,PE,2021-09-27 01:20:38,-14.9165,-70.6603,46.02,79,100,6.38,overcast clouds
240,Cherskiy,RU,2021-09-27 01:20:39,68.75,161.3,29.57,97,100,23.22,snow
241,Norman Wells,CA,2021-09-27 01:18:38,65.282,-126.8329,33.84,75,75,5.75,broken clouds
242,Don Sak,TH,2021-09-27 01:20:39,9.3168,99.6918,81.14,81,100,5.28,overcast clouds
243,Segou,ML,2021-09-27 01:20:40,13.4317,-6.2157,77.23,73,69,8.75,broken clouds
244,Vaitape,PF,2021-09-27 01:20:40,-16.5167,-151.75,79.97,69,3,12.28,clear sky
245,Fayaoue,NC,2021-09-27 01:20:41,-20.65,166.5333,72.52,59,15,9.01,few clouds
246,Toktogul,KG,2021-09-27 01:20:41,41.8708,72.9402,64.13,27,0,0.92,clear sky
247,Katsuura,JP,2021-09-27 01:20:42,35.1333,140.3,73.44,64,28,19.73,scattered clouds
248,Puerto Palomas,MX,2021-09-27 01:20:42,31.7667,-107.6167,67.33,51,17,23.02,few clouds
249,Moron,AR,2021-09-27 01:20:42,-34.6534,-58.6198,69.03,69,75,3.0,broken clouds
250,Badnawar,IN,2021-09-27 01:20:43,23.0167,75.2167,72.27,94,100,3.8,overcast clouds
251,Saldanha,ZA,2021-09-27 01:20:43,-33.0117,17.9442,57.83,89,1,11.99,clear sky
252,Seminole,US,2021-09-27 01:20:44,28.7086,-81.2081,79.99,83,1,3.44,clear sky
253,Tancheng,CN,2021-09-27 01:20:44,27.4375,115.4976,87.76,57,0,2.68,light rain
254,Hami,CN,2021-09-27 01:20:45,42.8,93.45,64.63,22,0,2.75,clear sky
255,Darnah,LY,2021-09-27 01:20:45,32.767,22.6367,74.57,68,0,18.12,clear sky
256,Moranbah,AU,2021-09-27 01:20:46,-22.0016,148.0466,81.99,35,0,16.96,clear sky
257,La Ronge,CA,2021-09-27 01:20:46,55.1001,-105.2842,59.22,72,90,3.44,overcast clouds
258,Pecos,US,2021-09-27 01:20:47,31.4229,-103.4932,86.09,25,1,6.91,clear sky
259,Bambanglipuro,ID,2021-09-27 01:20:47,-7.95,110.2833,80.74,72,67,13.85,broken clouds
